OBJECTID,LAND_CLASS,CT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
448,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,Warwick,False, , , ,0.00159108736146792,9.63083446404529e-08
449,Land,Connecticut,CT,Connecticut,CNTY_COD,8,Windham,TOWN_NO,Canterbury,True,Canterbury,Canterbury, ,0.50911413143229,0.0112749322174675
450,Land,Other States,NY,New York,CNTYCODE,51,Ulster,SWIS,Gardiner,True,Gardiner, ,Gardiner,0.07071432849677,0.000249642531599968
451,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Dover,True,Dover, ,Dover,0.500164095637716,0.0157628047032534
452,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,Warwick,False, , , ,0.00172718619762725,1.54981834890937e-07
453,Land,Connecticut,CT,Connecticut,CNTY_COD,8,Windham,TOWN_NO,Windham,True,Windham,Windham, ,0.443174331047205,0.00778073816249335
454,Land,Other States,MA,Massachusetts,FIPS-COUNTY,5,Bristol,TOWN-ID,Somerset,False, , , ,0.00128493465296953,5.0847989219791e-08
455,Land,Other States,MA,Massachusetts,FIPS-COUNTY,5,Bristol,TOWN-ID,Somerset,False, , , ,0.00489861669894806,8.73828336132908e-07
456,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Barrington,False, , , ,0.00106598716922714,8.19334860615288e-08
457,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Barrington,False, , , ,0.00171948841118601,1.66582086675742e-07
458,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Barrington,False, , , ,0.00138365496128111,1.24838566857786e-07
459,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Union Vale,True,Union Vale, ,Union Vale,0.420001573579085,0.0104636206522146
460,Land,Connecticut,CT,Connecticut,CNTY_COD,8,Windham,TOWN_NO,Scotland,True,Scotland,Scotland, ,0.288004161968612,0.00525166989224936
461,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Glastonbury,True,Glastonbury,Glastonbury, ,0.619300835027583,0.0146260036954166
462,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Warren,False, , , ,0.00407788614916289,1.08055657217242e-06
463,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,Warwick,False, , , ,0.00667935502060753,1.28516098083953e-06
464,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Poughkeepsie,True,Poughkeepsie, ,Poughkeepsie,0.517194691618627,0.0103293888936749
465,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,Warwick,False, , , ,0.00635846171968455,1.39141101780894e-06
466,Land,Connecticut,CT,Connecticut,CNTY_COD,7,Tolland,TOWN_NO,Columbia,True,Columbia,Columbia, ,0.409470839698764,0.00613575418611878
467,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,West Warwick,True,West Warwick, ,West Warwick,0.258545833507534,0.00226662073087022
468,Land,Other States,MA,Massachusetts,FIPS-COUNTY,5,Bristol,TOWN-ID,Swansea,False, , , ,0.0050595823429983,1.64396649856336e-06
469,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,Coventry,True,Coventry, ,Coventry,0.646232622983683,0.0174944433271569
470,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,La Grange,True,La Grange, ,La Grange,0.445101105435431,0.0112897685643273
471,Land,Connecticut,CT,Connecticut,CNTY_COD,7,Tolland,TOWN_NO,Hebron,True,Hebron,Hebron, ,0.475937092544112,0.010471544448872
472,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Wethersfield,True,Wethersfield,Wethersfield, ,0.337306586246679,0.00369012924502074
473,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Newington,True,Newington,Newington, ,0.256871061792665,0.00367404531795578
474,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Bristol,True,Bristol, ,Bristol,0.369007339556305,0.00276489093769026
475,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Bristol,True,Bristol,Bristol, ,0.363238406119624,0.00751312619841909
476,Land,Other States,NY,New York,CNTYCODE,51,Ulster,SWIS,Plattekill,True,Plattekill, ,Plattekill,0.402901647502597,0.007757495184276
477,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Morris,True,Morris,Morris, ,0.337385017680628,0.00523588342282577
478,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,New Britain,True,New Britain,New Britain, ,0.244729097092735,0.00376196529055919
479,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Lebanon,True,Lebanon,Lebanon, ,0.570246986905701,0.0154363015134232
480,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Plymouth,True,Plymouth,Plymouth, ,0.322604164915921,0.00624970716847235
481,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Washington,True,Washington,Washington, ,0.424195929099492,0.0108167378785905
482,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Thomaston,True,Thomaston,Thomaston, ,0.34537828229775,0.00340180009501736
483,Land,Other States,NY,New York,CNTYCODE,51,Ulster,SWIS,Marlborough,True,Marlborough, ,Marlborough,0.356015927917772,0.00744422829622505
484,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Plainville,True,Plainville,Plainville, ,0.222456484750548,0.00276047555253881
485,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Barrington,False, , , ,0.00352987242720331,8.35070095712462e-07
486,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Barrington,False, , , ,0.00194347728863192,1.76737135571333e-07
487,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Barrington,False, , , ,0.00399422411593476,9.89197606580119e-07
488,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Marlborough,True,Marlborough,Marlborough, ,0.330474896189351,0.00657374362787964
489,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Rocky Hill,True,Rocky Hill,Rocky Hill, ,0.306772230937587,0.00386494307553799
490,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Tiverton,True,Tiverton, ,Tiverton,0.556928751478218,0.00685811601004693
491,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,New Milford,True,New Milford,New Milford, ,0.650357825057177,0.017869525327927
492,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,Warwick,False, , , ,0.196359509097061,0.000738356162131062
493,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.367674012533088,0.00155705501533408
494,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Watertown,True,Watertown,Watertown, ,0.403367543540947,0.00828907359656015
495,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,East Greenwich,True,East Greenwich, ,East Greenwich,0.324780960083782,0.00456446536020499
496,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Bethlehem,True,Bethlehem,Bethlehem, ,0.305243927280902,0.0054990514705127
497,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.0403243398213115,9.19620817542511e-05
498,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Sherman,True,Sherman,Sherman, ,0.409366619187605,0.00654164114132412
499,Land,Other States,RI,Rhode Island,CFIPS,1,Bristol,OSP,Bristol,False, , , ,0.0038216602546743,7.76534810521511e-07
500,Land,Other States,RI,Rhode Island,CFIPS,3,Kent,OSP,West Greenwich,True,West Greenwich, ,West Greenwich,0.603689634189539,0.0143345043091309
501,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Franklin,True,Franklin,Franklin, ,0.302782573807617,0.00550404193328144
502,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,True,Portsmouth, ,Portsmouth,0.591732190424222,0.00481310025816114
503,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Sprague,True,Sprague,Sprague, ,0.280249009547073,0.00386591246457268
504,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,North Kingstown,True,North Kingstown, ,North Kingstown,1.00987501774921,0.0123329975238754
505,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.0577197567205097,8.10674184972805e-05
506,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.0120478224141503,4.35905226813981e-06
507,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Southington,True,Southington,Southington, ,0.484881564116203,0.010218207270491
508,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00169950382843506,1.33887295726525e-07
509,Land,Connecticut,CT,Connecticut,CNTY_COD,2,Hartford,TOWN_NO,Berlin,True,Berlin,Berlin, ,0.439630245673732,0.00758748355470441
510,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Beekman,True,Beekman, ,Beekman,0.423521073857661,0.00859055202827881
511,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Lisbon,True,Lisbon,Lisbon, ,0.321656671522198,0.00467037764052898
512,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Wappinger,True,Wappinger, ,Wappinger,0.576037896794613,0.00772745723852726
513,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Voluntown,True,Voluntown,Voluntown, ,0.431015060403464,0.0111231225416923
514,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,East Hampton,True,East Hampton,East Hampton, ,0.494357354026427,0.0103422157803809
515,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00197688716761823,6.70852829684405e-08
516,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Griswold,True,Griswold,Griswold, ,0.450762055885435,0.0103352968521983
517,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Wolcott,True,Wolcott,Wolcott, ,0.298621905613674,0.00591781134729414
518,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00921296540506126,2.70934771045271e-06
519,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Portland,True,Portland,Portland, ,0.379883995151538,0.00692887666674024
520,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00141923012706532,9.0586765795574e-08
521,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Cromwell,True,Cromwell,Cromwell, ,0.303524821820155,0.00362905774448852
522,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00387673542849037,7.11492203302486e-07
523,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,East Fishkill,True,East Fishkill, ,East Fishkill,0.591529330538345,0.0160909298215926
524,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00657737341615997,2.8904004224821e-06
525,Land,Other States,NY,New York,CNTYCODE,33,Orange,SWIS,Newburgh,True,Newburgh, ,Newburgh,0.501511017086152,0.0115020161281027
526,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Pawling,True,Pawling, ,Pawling,0.46403180920868,0.0126344342888692
527,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Colchester,True,Colchester,Colchester, ,0.612571260490161,0.0138771548667023
528,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00156358625228648,1.458704822272e-07
529,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Waterbury,True,Waterbury,Waterbury, ,0.400728004038377,0.00810583095673637
530,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00137836129878396,1.25107061056374e-07
531,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.0326070359419755,3.28940070442698e-05
532,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.000804458674990311,4.66874342668931e-08
533,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Wappingers Fls,True,Wappingers Fls, ,Wappingers Fls,0.0874235638689275,0.000221963183864277
534,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Woodbury,True,Woodbury,Woodbury, ,0.421755265025279,0.0102717096131468
535,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.00135387198716914,1.19143821974702e-07
536,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Norwich,True,Norwich,Norwich, ,0.404893644556452,0.00820076965331797
537,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Exeter,True,Exeter, ,Exeter,0.744979304998493,0.0163258810237331
538,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.000743344566150315,3.69321205041812e-08
539,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Roxbury,True,Roxbury,Roxbury, ,0.343891258244198,0.00734782913791117
540,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Middletown,True,Middletown,Middletown, ,0.583584445186278,0.0118666231710551
541,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Portsmouth,False, , , ,0.0158528704348641,1.26812641771935e-05
542,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Bozrah,True,Bozrah,Bozrah, ,0.320503966676946,0.00566930612197768
543,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,North Kingstown,False, , , ,0.00874831690922937,4.05202380744102e-06
544,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,North Kingstown,False, , , ,0.0135409937390353,8.80241988801789e-06
545,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,True,Jamestown, ,Jamestown,0.477637508335399,0.00263389776272308
546,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Meriden,True,Meriden,Meriden, ,0.391331456185348,0.00669176756804769
547,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,True,Little Compton, ,Little Compton,0.335821709808228,0.00420041133812697
548,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Preston,True,Preston,Preston, ,0.546207113571858,0.00886937140108468
549,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,True,Middletown, ,Middletown,0.351951840787725,0.00368596129389122
550,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Middlebury,True,Middlebury,Middlebury, ,0.320737499963269,0.00514654570214292
551,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Richmond,True,Richmond, ,Richmond,0.635170868902392,0.0113783542227754
552,Land,Connecticut,CT,Connecticut,CNTY_COD,3,Litchfield,TOWN_NO,Bridgewater,True,Bridgewater,Bridgewater, ,0.34706053227239,0.00485019350232417
553,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Fishkill,True,Fishkill, ,Fishkill,0.663210677365378,0.00902358981894538
554,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Cheshire,True,Cheshire,Cheshire, ,0.429339131833276,0.00923825162939098
555,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,North Kingstown,False, , , ,0.00780332157361658,3.1789709463269e-06
556,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Hopkinton,True,Hopkinton, ,Hopkinton,0.637406246380987,0.0123280702923026
557,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Middlefield,True,Middlefield,Middlefield, ,0.24172707409869,0.00366743287438219
558,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.0310167813854206,2.33848657405953e-05
559,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Salem,True,Salem,Salem, ,0.388221874656616,0.00829009284334393
560,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,East Haddam,True,East Haddam,East Haddam, ,0.536303589669156,0.015808117064312
561,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,New Fairfield,True,New Fairfield,New Fairfield, ,0.392642155997922,0.00702608196696295
562,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Prospect,True,Prospect,Prospect, ,0.243565241199256,0.00403167767825251
563,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,True,Newport, ,Newport,0.447022761770852,0.00218394438320667
564,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,North Stonington,True,North Stonington,North Stonington, ,0.524285182119099,0.0153369957914544
565,Land,Other States,NY,New York,CNTYCODE,13,Dutchess,SWIS,Beacon,True,Beacon, ,Beacon,0.186947380346605,0.00134019158977431
566,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,True,South Kingstown, ,South Kingstown,1.14775715938286,0.0169053755025287
567,Land,Other States,NY,New York,CNTYCODE,37,Putnam,SWIS,Patterson,True,Patterson, ,Patterson,0.38904551947077,0.00912658770609123
568,Land,Other States,NY,New York,CNTYCODE,33,Orange,SWIS,New Windsor,True,New Windsor, ,New Windsor,0.289825905206505,0.00417112909633476
569,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.0377710190735442,4.65748195912504e-05
570,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.00143698432359533,6.24691043810461e-08
571,Land,Other States,NY,New York,CNTYCODE,37,Putnam,SWIS,Kent,True,Kent, ,Kent,0.561723568336423,0.0119426881199103
572,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Montville,True,Montville,Montville, ,0.521704991441341,0.0123503662192068
573,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Naugatuck,True,Naugatuck,Naugatuck, ,0.297416553942047,0.00459069179880506
574,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Haddam,True,Haddam,Haddam, ,0.504491134122726,0.0129225021484927
575,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Brookfield,True,Brookfield,Brookfield, ,0.360292416086596,0.00568654453733968
576,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Wallingford,True,Wallingford,Wallingford, ,0.471614321811118,0.0112616292929323
577,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Southbury,True,Southbury,Southbury, ,0.505782870484507,0.0111686009005316
578,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.0336580685916573,4.10855927613069e-05
579,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00114884491785461,6.88729038600927e-08
580,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.0016377486485423,1.51924486507493e-07
581,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.226522948398841,0.00141620940282595
582,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.0140362582347976,7.19942890816486e-06
583,Land,Other States,NY,New York,CNTYCODE,37,Putnam,SWIS,Philipstown,True,Philipstown, ,Philipstown,0.608449041622307,0.0144920015122135
584,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.0257443429985871,1.57907904773002e-05
585,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.0038314750778125,5.62927561283438e-07
586,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Durham,True,Durham,Durham, ,0.383535435362783,0.00663629593789982
587,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.0021427607898807,2.4477265735982e-07
588,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.00188142103440606,2.16773967224828e-07
589,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.00152384564613578,1.67287329396297e-07
590,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.00310147189526582,4.70343614061042e-07
591,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.00153750716666285,1.34291180257798e-07
592,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.00211283184744549,2.95618923144577e-07
593,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.00143264697298445,1.22623226291595e-07
594,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.00176480961634417,2.28025853844947e-07
595,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.000762183268983258,3.74654335042406e-08
596,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.000741438590049458,3.7770708457589e-08
597,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.00124872560937212,1.01139885296173e-07
598,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.00201866106637904,2.87350722400677e-07
599,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Oxford,True,Oxford,Oxford, ,0.440210394780607,0.00929963050492345
600,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Middletown,False, , , ,0.00167152291778849,1.89485965975358e-07
601,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Ledyard,True,Ledyard,Ledyard, ,0.461939883401588,0.0111373962370336
602,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.00200877052856924,2.82922361140917e-07
603,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00136790653701474,1.36441284841009e-07
604,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.0011350942161245,9.37169079051726e-08
605,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.00284766313595802,3.91797440831919e-07
606,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00339860969622045,4.30946889741161e-07
607,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.000935347197598986,6.23409327920696e-08
608,Land,Other States,NY,New York,CNTYCODE,37,Putnam,SWIS,Putnam Valley,True,Putnam Valley, ,Putnam Valley,0.505485927802171,0.0119553832896508
609,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Jamestown,False, , , ,0.00104183397521382,5.94438387189976e-08
610,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00287513090854263,3.4300234432707e-07
611,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00151511445359759,1.32731002498217e-07
612,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000690273012731993,3.06320535168513e-08
613,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00179063719473847,1.71975455326153e-07
614,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00111558359734451,5.86417077724686e-08
615,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00125076314046368,9.01578649974378e-08
616,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000844813590235461,3.91709241770082e-08
617,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Newtown,True,Newtown,Newtown, ,0.590283007528894,0.0164262670554345
618,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00106376707544718,8.33345441232998e-08
619,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00196382677399201,1.97780309746504e-07
620,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00102341734777879,6.11798320647834e-08
621,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00276286478117978,4.1702359877225e-07
622,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00141240486784718,1.05238547953042e-07
623,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00130464753940957,9.10950130247199e-08
624,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Bethany,True,Bethany,Bethany, ,0.362741274141282,0.00596780346322193
625,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.0012574529005991,1.14929474451637e-07
626,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.0013274302122429,1.19094193291426e-07
627,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000818198340219677,3.96342339817044e-08
628,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.0012007179855604,8.36709671116553e-08
629,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Beacon Falls,True,Beacon Falls,Beacon Falls, ,0.244670290325251,0.00275214915997698
630,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00149094814871316,1.27834512876582e-07
631,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00125713755062272,1.03945481648398e-07
632,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00143899182926108,1.15744287387381e-07
633,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.0015033087864332,1.3641079773952e-07
634,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000616238253020568,2.59304444163311e-08
635,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000794441876793809,4.60702848215203e-08
636,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000950996743812464,4.73387399199391e-08
637,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00248857178902031,2.79353672402756e-07
